Nomor Kontrak,Nama Vendor,Jenis Pengadaan,Durasi Kontrak (hari),HPS,Risk Level,Priority,Predicted Duration
PK-28043,Perum Utami (Persero) Tbk,Pengadaan Barang,202,4621647637,Tinggi,Penting,162 hari
PK-76422,Perum Laksita (Persero) Tbk,Lisensi & Perangkat Lunak,319,1309768299,Tinggi,Penting,279 hari
PK-80519,Perum Laksita (Persero) Tbk,Pengembangan Sistem,249,1733858290,Tinggi,Penting,209 hari
PK-54140,UD Iswahyudi Nababan,Pengembangan Sistem,349,"97173157,38",Rendah,Penting,309 hari
PK-86015,CV Andriani Latupono,Jasa Konsultansi,353,2202893859,Tinggi,Penting,313 hari
PK-95774,UD Puspita Tbk,Pengadaan Barang,152,2268568442,Tinggi,Penting,112 hari
PK-94737,PD Habibi,Jasa Konsultansi,347,2059157248,Tinggi,Penting,307 hari
PK-81000,Perum Halim Gunawan,Jasa Konsultansi,75,1774604084,Tinggi,Penting,35 hari
PK-69655,Perum Latupono Maryadi,Pengadaan Barang,364,606374106,Sedang,Penting,324 hari
PK-20180,Perum Megantara,Pengembangan Sistem,365,"117485163,4",Rendah,Penting,325 hari
PK-8131,PT Mardhiyah Nurdiyanti (Persero) Tbk,Pengembangan Sistem,323,4258131434,Tinggi,Penting,283 hari
PK-3060,PD Sihombing Irawan,Pengadaan Jasa,267,"763277921,1",Sedang,Penting,227 hari
PK-92643,PT Jailani Hasanah Tbk,Jasa Konsultansi,237,471430299,Rendah,Penting,197 hari
PK-5434,CV Andriani Latupono,Jasa Konsultansi,327,1523967416,Tinggi,Penting,287 hari
PK-56418,Perum Mandala Permadi,Pengadaan Barang,142,4454601101,Tinggi,Penting,102 hari
PK-60998,CV Haryanti Dongoran Tbk,Pengembangan Sistem,266,1169826513,Tinggi,Penting,226 hari
PK-36918,PT Jailani Hasanah Tbk,Pengembangan Sistem,174,"930094019,9",Sedang,Penting,134 hari
PK-23779,UD Siregar (Persero) Tbk,Pengembangan Sistem,90,4657869318,Tinggi,Penting,50 hari
PK-76626,Perum Utami (Persero) Tbk,Pengadaan Jasa,167,1420435844,Tinggi,Penting,127 hari
PK-11342,Perum Utami (Persero) Tbk,Lisensi & Perangkat Lunak,287,3809188770,Tinggi,Penting,247 hari
PK-9802,UD Najmudin Tbk,Lisensi & Perangkat Lunak,40,"543665135,4",Sedang,Penting,0 hari
PK-63985,CV Jailani Simbolon,Jasa Konsultansi,230,"743439967,7",Sedang,Penting,190 hari
PK-15651,PD Habibi,Pengadaan Jasa,320,2206928243,Tinggi,Penting,280 hari
PK-58578,CV Handayani (Persero) Tbk,Lisensi & Perangkat Lunak,317,4719977187,Tinggi,Penting,277 hari
PK-87087,Perum Nababan Haryanti,Lisensi & Perangkat Lunak,260,4556645373,Tinggi,Penting,220 hari
PK-70467,CV Haryanti Dongoran Tbk,Pengadaan Barang,195,2312351550,Tinggi,Penting,155 hari
PK-69168,UD Uwais Utama,Pengembangan Sistem,254,1491677205,Tinggi,Penting,214 hari
PK-43883,PD Habibi,Pengembangan Sistem,202,4043080115,Tinggi,Penting,162 hari
PK-45503,PT Nainggolan Hakim,Jasa Konsultansi,229,2147142817,Tinggi,Penting,189 hari
PK-52832,UD Prasasta Wahyudin Tbk,Lisensi & Perangkat Lunak,291,4947313046,Tinggi,Penting,251 hari
PK-39930,PT Pratama Hidayat (Persero) Tbk,Pengadaan Barang,316,3209060690,Tinggi,Penting,276 hari
PK-27766,PD Situmorang Wahyudin,Jasa Konsultansi,353,2834545147,Tinggi,Penting,313 hari
PK-41011,PT Hastuti Permata,Pengadaan Jasa,128,"234690963,4",Rendah,Penting,88 hari
PK-73983,CV Prasetyo,Pengadaan Barang,283,4105645164,Tinggi,Penting,243 hari
PK-9131,PD Thamrin (Persero) Tbk,Pengembangan Sistem,279,2582684470,Tinggi,Penting,239 hari
PK-23001,Perum Rahayu Firgantoro,Jasa Konsultansi,120,4232893342,Tinggi,Penting,80 hari
PK-22554,CV Salahudin Tbk,Pengadaan Jasa,210,2162032757,Tinggi,Penting,170 hari
PK-48841,Perum Kusmawati Prayoga Tbk,Pengembangan Sistem,276,"373026076,2",Rendah,Penting,236 hari
PK-49133,UD Sirait (Persero) Tbk,Jasa Konsultansi,361,"166888556,6",Rendah,Penting,321 hari
PK-17925,UD Siregar (Persero) Tbk,Pengembangan Sistem,322,"175532022,9",Rendah,Penting,282 hari
PK-81964,Perum Kusmawati Prayoga Tbk,Pengadaan Barang,76,1104199622,Tinggi,Penting,36 hari
PK-99566,CV Latupono (Persero) Tbk,Pengadaan Jasa,200,2136827169,Tinggi,Penting,160 hari
PK-6697,Perum Nuraini Namaga (Persero) Tbk,Pengembangan Sistem,198,"142742158,9",Rendah,Penting,158 hari
PK-10497,Perum Hidayat Permata (Persero) Tbk,Pengadaan Barang,241,"497473103,8",Rendah,Penting,201 hari
PK-22599,PD Usamah Wibisono Tbk,Jasa Konsultansi,247,825398935,Sedang,Penting,207 hari
PK-42053,PT Mahendra Usada,Lisensi & Perangkat Lunak,331,4759991504,Tinggi,Penting,291 hari
PK-97890,Perum Nababan Haryanti,Pengadaan Barang,37,2561419064,Tinggi,Penting,-3 hari
PK-56519,PT Simbolon Rahmawati Tbk,Jasa Konsultansi,290,2032559461,Tinggi,Penting,250 hari
PK-10414,CV Jailani Simbolon,Pengadaan Jasa,67,"527879543,7",Sedang,Penting,27 hari
PK-12655,CV Haryanti Dongoran Tbk,Pengembangan Sistem,106,2100272372,Tinggi,Penting,66 hari
PK-54087,PT Anggraini Permadi Tbk,Lisensi & Perangkat Lunak,310,3832415681,Tinggi,Penting,270 hari
PK-89508,UD Samosir Prayoga Tbk,Pengembangan Sistem,121,3648706401,Tinggi,Penting,81 hari
PK-54502,Perum Mandala Permadi,Lisensi & Perangkat Lunak,48,3478621410,Tinggi,Penting,8 hari
PK-26204,PT Nainggolan Hakim,Lisensi & Perangkat Lunak,289,3221630334,Tinggi,Penting,249 hari
PK-30631,Perum Waluyo (Persero) Tbk,Lisensi & Perangkat Lunak,135,2982546074,Tinggi,Penting,95 hari
PK-17686,PD Sihotang (Persero) Tbk,Pengadaan Barang,32,3212062215,Tinggi,Penting,-8 hari
PK-47432,CV Rahmawati Marpaung Tbk,Lisensi & Perangkat Lunak,162,1133661253,Tinggi,Penting,122 hari
PK-91908,PT Utama (Persero) Tbk,Pengembangan Sistem,86,3373778919,Tinggi,Penting,46 hari
PK-45188,UD Prasasta Wahyudin Tbk,Lisensi & Perangkat Lunak,243,2894263587,Tinggi,Penting,203 hari
PK-58079,Perum Aryani,Pengembangan Sistem,90,4928568798,Tinggi,Penting,50 hari
PK-55709,PT Zulkarnain,Pengadaan Barang,33,"960879135,5",Sedang,Penting,-7 hari
PK-45650,PD Thamrin (Persero) Tbk,Pengembangan Sistem,37,3987416020,Tinggi,Penting,-3 hari
PK-1916,UD Jailani Tbk,Pengadaan Jasa,231,1011616091,Tinggi,Penting,191 hari
PK-29630,PT Haryanti,Jasa Konsultansi,287,4846938608,Tinggi,Penting,247 hari
PK-168,Perum Utami (Persero) Tbk,Pengembangan Sistem,148,1781182529,Tinggi,Penting,108 hari
PK-63887,PT Hariyah Tbk,Pengadaan Jasa,80,3332513590,Tinggi,Penting,40 hari
PK-60746,PT Pratama Hidayat (Persero) Tbk,Pengadaan Jasa,52,2456148458,Tinggi,Penting,12 hari
PK-26680,PT Nainggolan Hakim,Pengadaan Jasa,231,"126281129,5",Rendah,Penting,191 hari
PK-18295,CV Maryadi (Persero) Tbk,Jasa Konsultansi,323,1987932480,Tinggi,Penting,283 hari
PK-81075,CV Prasetyo,Pengadaan Barang,144,1796151089,Tinggi,Penting,104 hari
PK-72485,Perum Megantara,Pengadaan Jasa,225,2404467479,Tinggi,Penting,185 hari
PK-11606,PT Andriani,Pengadaan Jasa,138,4123073395,Tinggi,Penting,98 hari
PK-88894,PT Pratama Hidayat (Persero) Tbk,Jasa Konsultansi,79,"226113222,2",Rendah,Penting,39 hari
PK-81296,Perum Rahayu Firgantoro,Pengembangan Sistem,73,3885241272,Tinggi,Penting,33 hari
PK-8409,PD Sihotang (Persero) Tbk,Pengembangan Sistem,207,1509906343,Tinggi,Penting,167 hari
PK-64254,Perum Mandala Permadi,Lisensi & Perangkat Lunak,285,"707086334,9",Sedang,Penting,245 hari
PK-2712,PD Laksita (Persero) Tbk,Pengadaan Barang,114,3219380186,Tinggi,Penting,74 hari
PK-42405,PD Thamrin (Persero) Tbk,Jasa Konsultansi,312,4681736042,Tinggi,Penting,272 hari
PK-44714,PT Anggraini Permadi Tbk,Lisensi & Perangkat Lunak,240,"595872809,5",Sedang,Penting,200 hari
PK-24385,CV Widodo Winarsih,Jasa Konsultansi,113,2218165818,Tinggi,Penting,73 hari
PK-86918,UD Sirait (Persero) Tbk,Jasa Konsultansi,313,4084074466,Tinggi,Penting,273 hari
PK-8019,Perum Mandala Permadi,Pengembangan Sistem,127,3621329272,Tinggi,Penting,87 hari
PK-74453,PT Nainggolan Hakim,Jasa Konsultansi,112,"484069486,8",Rendah,Penting,72 hari
PK-59893,PD Situmorang Wahyudin,Pengadaan Jasa,235,"687239550,4",Sedang,Penting,195 hari
PK-78489,PD Usamah Wibisono Tbk,Pengembangan Sistem,236,1615270823,Tinggi,Penting,196 hari
PK-63535,CV Mansur,Lisensi & Perangkat Lunak,170,4312706814,Tinggi,Penting,130 hari
PK-3214,CV Gunarto (Persero) Tbk,Jasa Konsultansi,205,2970275487,Tinggi,Penting,165 hari
PK-4793,PT Suryono,Pengembangan Sistem,105,1054948200,Tinggi,Penting,65 hari
PK-10018,PD Usamah Wibisono Tbk,Pengadaan Jasa,255,2154857604,Tinggi,Penting,215 hari
PK-61798,PT Simbolon Rahmawati Tbk,Jasa Konsultansi,84,2388852505,Tinggi,Penting,44 hari
PK-56024,Perum Nuraini Namaga (Persero) Tbk,Pengadaan Barang,268,4644022047,Tinggi,Penting,228 hari
PK-41715,PD Laksita Sinaga Tbk,Jasa Konsultansi,365,"753950613,6",Sedang,Penting,325 hari
PK-36536,Perum Nababan Haryanti,Pengadaan Barang,170,3058402712,Tinggi,Penting,130 hari
PK-57007,PD Laksmiwati Haryanto,Jasa Konsultansi,162,4069717772,Tinggi,Penting,122 hari
PK-72889,CV Salahudin Tbk,Lisensi & Perangkat Lunak,90,4120148221,Tinggi,Penting,50 hari
PK-61747,PD Situmorang Wahyudin,Jasa Konsultansi,32,3880709898,Tinggi,Penting,-8 hari
PK-44659,CV Andriani Latupono,Pengadaan Barang,63,2823926547,Tinggi,Penting,23 hari
PK-43079,CV Latupono (Persero) Tbk,Pengembangan Sistem,201,1052786467,Tinggi,Penting,161 hari
PK-29387,PT Anggraini Permadi Tbk,Jasa Konsultansi,197,1478553071,Tinggi,Penting,157 hari
PK-81699,PT Utama (Persero) Tbk,Jasa Konsultansi,174,1019268155,Tinggi,Penting,134 hari
PK-2493,PD Mayasari Oktaviani Tbk,Lisensi & Perangkat Lunak,146,3770211024,Tinggi,Penting,106 hari
PK-8495,PT Latupono Tbk,Lisensi & Perangkat Lunak,195,2421667927,Tinggi,Penting,155 hari
PK-60766,Perum Rajata Tbk,Pengadaan Barang,99,1453237690,Tinggi,Penting,59 hari
PK-57799,UD Maheswara Prastuti,Jasa Konsultansi,61,2759787572,Tinggi,Penting,21 hari
PK-75207,CV Hidayat Latupono (Persero) Tbk,Lisensi & Perangkat Lunak,301,2797624241,Tinggi,Penting,261 hari
PK-89107,UD Siregar (Persero) Tbk,Jasa Konsultansi,289,2208937867,Tinggi,Penting,249 hari
PK-9140,PD Laksmiwati Haryanto,Pengembangan Sistem,255,4196239222,Tinggi,Penting,215 hari
PK-33514,UD Prasasta Wahyudin Tbk,Jasa Konsultansi,68,"344129527,9",Rendah,Penting,28 hari
PK-25151,CV Haryanti Dongoran Tbk,Jasa Konsultansi,137,4122037949,Tinggi,Penting,97 hari
PK-91969,PT Halimah,Jasa Konsultansi,316,4788757765,Tinggi,Penting,276 hari
PK-19092,Perum Latupono Maryadi,Jasa Konsultansi,281,"114974653,4",Rendah,Penting,241 hari
PK-83081,PT Halimah,Jasa Konsultansi,291,4101050961,Tinggi,Penting,251 hari
PK-37154,Perum Aryani,Jasa Konsultansi,108,3104995605,Tinggi,Penting,68 hari
PK-60041,CV Widiastuti Maulana,Pengadaan Jasa,105,"502705632,1",Sedang,Penting,65 hari
PK-1998,UD Iswahyudi Nababan,Pengembangan Sistem,293,3705033756,Tinggi,Penting,253 hari
PK-56639,CV Rahmawati Marpaung Tbk,Pengadaan Barang,131,3396811053,Tinggi,Penting,91 hari
PK-38614,PD Lazuardi Tbk,Pengadaan Jasa,321,4562747636,Tinggi,Penting,281 hari
PK-1481,PT Latupono Tbk,Pengembangan Sistem,87,"137277490,1",Rendah,Penting,47 hari
PK-85600,PT Andriani,Pengadaan Jasa,31,2817007364,Tinggi,Penting,-9 hari
PK-55772,PT Hariyah Tbk,Lisensi & Perangkat Lunak,357,1543428616,Tinggi,Penting,317 hari
PK-6197,PT Simbolon Rahmawati Tbk,Pengembangan Sistem,276,1042375238,Tinggi,Penting,236 hari
PK-22700,PT Wibisono Winarsih (Persero) Tbk,Pengadaan Barang,225,2494584400,Tinggi,Penting,185 hari
PK-11821,Perum Halim Gunawan,Jasa Konsultansi,160,4576644535,Tinggi,Penting,120 hari
PK-76634,CV Marbun,Pengadaan Barang,159,1920450112,Tinggi,Penting,119 hari
PK-37000,CV Yolanda Wijaya,Lisensi & Perangkat Lunak,41,4704336145,Tinggi,Penting,1 hari
PK-49262,PT Halimah,Pengadaan Barang,95,1281661200,Tinggi,Penting,55 hari
PK-45868,UD Lailasari,Pengembangan Sistem,260,"742799839,4",Sedang,Penting,220 hari
PK-2777,PT Nainggolan Hakim,Pengadaan Barang,69,"215586801,7",Rendah,Penting,29 hari
PK-67438,CV Rahmawati Marpaung Tbk,Pengembangan Sistem,325,4508634703,Tinggi,Penting,285 hari
PK-67910,CV Rahmawati Marpaung Tbk,Jasa Konsultansi,255,2995836877,Tinggi,Penting,215 hari
PK-35907,CV Narpati Tbk,Pengadaan Jasa,40,3250807781,Tinggi,Penting,0 hari
PK-19136,Perum Hidayat Permata (Persero) Tbk,Jasa Konsultansi,340,4352376188,Tinggi,Penting,300 hari
PK-49232,PD Halimah,Pengembangan Sistem,76,1672218473,Tinggi,Penting,36 hari
PK-29050,PT Mandasari,Lisensi & Perangkat Lunak,337,2936881799,Tinggi,Penting,297 hari
PK-48947,PD Laksita (Persero) Tbk,Pengadaan Barang,77,4041323601,Tinggi,Penting,37 hari
PK-75041,PT Suryono,Pengadaan Barang,276,1297722080,Tinggi,Penting,236 hari
PK-70084,PT Saputra Hasanah,Pengadaan Jasa,342,3126443767,Tinggi,Penting,302 hari
PK-35261,PT Mardhiyah Nurdiyanti (Persero) Tbk,Pengadaan Barang,277,3497224358,Tinggi,Penting,237 hari
PK-52284,UD Habibi Namaga,Pengembangan Sistem,323,2315270436,Tinggi,Penting,283 hari
PK-50390,PT Zulkarnain,Pengadaan Jasa,205,3384554486,Tinggi,Penting,165 hari
PK-2701,Perum Aryani,Jasa Konsultansi,134,4579367946,Tinggi,Penting,94 hari
PK-58839,PT Anggraini Permadi Tbk,Jasa Konsultansi,100,3798721043,Tinggi,Penting,60 hari
PK-29254,CV Haryanti Dongoran Tbk,Pengembangan Sistem,175,3074002500,Tinggi,Penting,135 hari
PK-37143,CV Latupono (Persero) Tbk,Pengadaan Jasa,65,"623160891,8",Sedang,Penting,25 hari
PK-17723,Perum Santoso,Pengadaan Jasa,150,3431446691,Tinggi,Penting,110 hari
PK-36552,PD Laksita Sinaga Tbk,Jasa Konsultansi,131,"811222176,9",Sedang,Penting,91 hari
PK-31714,CV Gunarto (Persero) Tbk,Lisensi & Perangkat Lunak,276,2046232399,Tinggi,Penting,236 hari
PK-64061,PD Yulianti Nababan,Jasa Konsultansi,159,4075094770,Tinggi,Penting,119 hari
PK-16273,UD Iswahyudi Nababan,Lisensi & Perangkat Lunak,76,2162494734,Tinggi,Penting,36 hari
PK-26860,UD Sirait (Persero) Tbk,Jasa Konsultansi,160,"50105015,5",Rendah,Penting,120 hari
PK-52677,Perum Megantara,Pengembangan Sistem,354,"320663129,5",Rendah,Penting,314 hari
PK-73765,PD Laksmiwati Haryanto,Jasa Konsultansi,208,2451642878,Tinggi,Penting,168 hari
PK-47419,Perum Santoso,Jasa Konsultansi,211,"537187839,6",Sedang,Penting,171 hari
PK-34643,CV Prasetyo,Jasa Konsultansi,257,362390213,Rendah,Penting,217 hari
PK-49820,UD Haryanti,Jasa Konsultansi,260,2072265541,Tinggi,Penting,220 hari
PK-31634,CV Jailani Simbolon,Jasa Konsultansi,204,1277003561,Tinggi,Penting,164 hari
PK-84065,CV Jailani Simbolon,Pengembangan Sistem,112,3441509177,Tinggi,Penting,72 hari
PK-40664,PT Hastuti Permata,Jasa Konsultansi,242,1629515995,Tinggi,Penting,202 hari
PK-21034,Perum Aryani,Lisensi & Perangkat Lunak,245,3564654588,Tinggi,Penting,205 hari
PK-6407,PT Utama (Persero) Tbk,Jasa Konsultansi,148,1975564228,Tinggi,Penting,108 hari
PK-81041,PD Laksita Sinaga Tbk,Lisensi & Perangkat Lunak,148,4017245210,Tinggi,Penting,108 hari
PK-4461,PT Jailani Hasanah Tbk,Jasa Konsultansi,300,1689049564,Tinggi,Penting,260 hari
PK-68020,UD Tamba Tbk,Pengadaan Barang,166,4348582486,Tinggi,Penting,126 hari
PK-49316,PD Situmorang Wahyudin,Jasa Konsultansi,115,4354943731,Tinggi,Penting,75 hari
PK-365,PT Saputra Hasanah,Lisensi & Perangkat Lunak,141,1567870043,Tinggi,Penting,101 hari
PK-70587,PT Mandasari,Pengadaan Jasa,82,2655255896,Tinggi,Penting,42 hari
PK-30715,PT Simbolon Rahmawati Tbk,Pengadaan Barang,337,1027699871,Tinggi,Penting,297 hari
PK-15622,CV Handayani (Persero) Tbk,Jasa Konsultansi,343,1353772837,Tinggi,Penting,303 hari
PK-6728,PD Habibi,Lisensi & Perangkat Lunak,74,4897941556,Tinggi,Penting,34 hari
PK-11088,UD Iswahyudi Nababan,Pengadaan Jasa,152,3307362645,Tinggi,Penting,112 hari
PK-86633,UD Haryanti,Pengembangan Sistem,148,1269707211,Tinggi,Penting,108 hari
PK-91264,PT Jailani,Pengadaan Barang,340,"260176310,2",Rendah,Penting,300 hari
PK-97074,CV Gunarto (Persero) Tbk,Lisensi & Perangkat Lunak,337,1748082421,Tinggi,Penting,297 hari
PK-92190,UD Prasasta Wahyudin Tbk,Pengadaan Barang,279,2674128544,Tinggi,Penting,239 hari
PK-52280,Perum Santoso,Pengadaan Jasa,234,4554850664,Tinggi,Penting,194 hari
PK-96575,UD Santoso Puspita (Persero) Tbk,Pengembangan Sistem,338,"727256642,9",Sedang,Penting,298 hari
PK-90821,PT Pratama Hidayat (Persero) Tbk,Jasa Konsultansi,91,3239289371,Tinggi,Penting,51 hari
PK-30322,CV Marbun,Pengembangan Sistem,30,"471053983,7",Rendah,Penting,-10 hari
PK-39005,Perum Latupono Maryadi,Pengadaan Jasa,255,1996402968,Tinggi,Penting,215 hari
PK-44868,PT Simbolon Rahmawati Tbk,Pengadaan Barang,193,3150760688,Tinggi,Penting,153 hari
PK-62683,PT Mahendra Usada,Pengadaan Jasa,188,3119759790,Tinggi,Penting,148 hari
PK-61444,CV Rahmawati Marpaung Tbk,Pengadaan Jasa,121,1554713355,Tinggi,Penting,81 hari
PK-65538,Perum Latupono Maryadi,Lisensi & Perangkat Lunak,221,"365201588,4",Rendah,Penting,181 hari
PK-99820,PT Pratama Hidayat (Persero) Tbk,Lisensi & Perangkat Lunak,298,4962286789,Tinggi,Penting,258 hari
PK-98405,Perum Rahayu Firgantoro,Jasa Konsultansi,171,4380312348,Tinggi,Penting,131 hari
PK-82779,UD Iswahyudi Nababan,Pengadaan Barang,352,3861079007,Tinggi,Penting,312 hari
PK-24592,UD Haryanti,Jasa Konsultansi,80,2941326302,Tinggi,Penting,40 hari
PK-6259,PD Dongoran Widodo,Pengadaan Barang,338,3991700959,Tinggi,Penting,298 hari
PK-93627,PD Mayasari Oktaviani Tbk,Jasa Konsultansi,130,2037639703,Tinggi,Penting,90 hari
PK-83328,PD Dongoran Widodo,Pengembangan Sistem,174,1621572860,Tinggi,Penting,134 hari
PK-81902,Perum Winarno,Pengembangan Sistem,364,"484205436,5",Rendah,Penting,324 hari
PK-44271,Perum Waluyo (Persero) Tbk,Jasa Konsultansi,261,609940847,Sedang,Penting,221 hari
PK-9794,PT Hariyah Tbk,Pengadaan Barang,229,3249590675,Tinggi,Penting,189 hari
PK-83177,CV Rajasa Setiawan Tbk,Pengadaan Jasa,256,3533075889,Tinggi,Penting,216 hari
PK-15311,PD Usamah Wibisono Tbk,Lisensi & Perangkat Lunak,181,4091651402,Tinggi,Penting,141 hari
PK-32733,PT Jailani Hasanah Tbk,Lisensi & Perangkat Lunak,31,4724611953,Tinggi,Penting,-9 hari
PK-36164,UD Puspita Tbk,Lisensi & Perangkat Lunak,354,3884251790,Tinggi,Penting,314 hari
PK-7533,Perum Nuraini Namaga (Persero) Tbk,Pengadaan Barang,175,4592973710,Tinggi,Penting,135 hari
PK-64299,Perum Utama (Persero) Tbk,Pengembangan Sistem,51,3415775349,Tinggi,Penting,11 hari
PK-22392,Perum Utami (Persero) Tbk,Pengadaan Jasa,270,"700718052,4",Sedang,Penting,230 hari
PK-80628,PT Nashiruddin Tbk,Pengadaan Jasa,290,3802052162,Tinggi,Penting,250 hari
PK-75959,Perum Rahayu Firgantoro,Pengembangan Sistem,165,1965785388,Tinggi,Penting,125 hari
PK-12784,Perum Nababan Haryanti,Pengadaan Barang,58,2121848307,Tinggi,Penting,18 hari
PK-93608,CV Widiastuti Maulana,Lisensi & Perangkat Lunak,218,4955217393,Tinggi,Penting,178 hari
PK-7536,CV Winarno Samosir (Persero) Tbk,Lisensi & Perangkat Lunak,194,4695805183,Tinggi,Penting,154 hari
PK-1057,Perum Megantara,Pengembangan Sistem,91,"591112890,7",Sedang,Penting,51 hari
PK-2539,Perum Aryani,Lisensi & Perangkat Lunak,226,1191358255,Tinggi,Penting,186 hari
PK-32154,Perum Winarno,Pengembangan Sistem,307,2067790164,Tinggi,Penting,267 hari
PK-82634,CV Latupono (Persero) Tbk,Pengadaan Jasa,255,2409168738,Tinggi,Penting,215 hari
PK-95766,Perum Rahayu Firgantoro,Lisensi & Perangkat Lunak,145,4509109071,Tinggi,Penting,105 hari
PK-84600,PD Laksmiwati Haryanto,Pengadaan Barang,146,2668092759,Tinggi,Penting,106 hari
PK-33011,PT Haryanti,Pengadaan Barang,54,3356661260,Tinggi,Penting,14 hari
PK-59784,PT Mandasari,Pengembangan Sistem,225,1148435111,Tinggi,Penting,185 hari
PK-7573,Perum Hidayat Permata (Persero) Tbk,Pengembangan Sistem,216,4697404413,Tinggi,Penting,176 hari
PK-69479,UD Samosir Prayoga Tbk,Pengadaan Jasa,345,3735967610,Tinggi,Penting,305 hari
PK-28610,UD Puspita Tbk,Pengembangan Sistem,152,2525316385,Tinggi,Penting,112 hari
PK-51677,Perum Santoso,Jasa Konsultansi,205,1565628822,Tinggi,Penting,165 hari
PK-15923,PD Thamrin (Persero) Tbk,Pengembangan Sistem,114,4583069677,Tinggi,Penting,74 hari
PK-93641,PD Sihotang (Persero) Tbk,Pengadaan Jasa,199,"699712397,1",Sedang,Penting,159 hari
PK-90514,CV Jailani Simbolon,Pengadaan Jasa,220,4778117234,Tinggi,Penting,180 hari
PK-81416,UD Uwais Utama,Pengembangan Sistem,273,4187457150,Tinggi,Penting,233 hari
PK-58240,PT Wibisono Winarsih (Persero) Tbk,Pengadaan Jasa,93,3140570524,Tinggi,Penting,53 hari
PK-33983,PD Sihotang (Persero) Tbk,Lisensi & Perangkat Lunak,212,1843219421,Tinggi,Penting,172 hari
PK-61566,PT Simbolon Rahmawati Tbk,Lisensi & Perangkat Lunak,248,4214785074,Tinggi,Penting,208 hari
PK-14622,UD Maheswara Prastuti,Pengadaan Jasa,72,"839542062,6",Sedang,Penting,32 hari
PK-13133,CV Marbun,Pengembangan Sistem,191,2875312518,Tinggi,Penting,151 hari
PK-5087,CV Salahudin Tbk,Pengembangan Sistem,361,2305174496,Tinggi,Penting,321 hari
PK-48888,PD Simbolon Rahayu,Pengadaan Barang,166,2773889150,Tinggi,Penting,126 hari
PK-51528,PT Zulkarnain,Pengadaan Barang,148,2219194722,Tinggi,Penting,108 hari
PK-10235,UD Iswahyudi Nababan,Jasa Konsultansi,41,2345709507,Tinggi,Penting,1 hari
PK-34601,Perum Januar,Jasa Konsultansi,259,2818753441,Tinggi,Penting,219 hari
PK-61013,PD Sihotang (Persero) Tbk,Lisensi & Perangkat Lunak,87,2094244584,Tinggi,Penting,47 hari
PK-41395,PT Nainggolan Hakim,Pengadaan Barang,63,1446903434,Tinggi,Penting,23 hari
PK-64922,PD Ardianto Ardianto,Pengadaan Barang,190,2705309347,Tinggi,Penting,150 hari
PK-26360,CV Salahudin Tbk,Pengadaan Barang,192,4427366222,Tinggi,Penting,152 hari
PK-58531,UD Haryanti,Lisensi & Perangkat Lunak,326,2336031823,Tinggi,Penting,286 hari
PK-36333,CV Maryadi (Persero) Tbk,Jasa Konsultansi,243,"431915609,7",Rendah,Penting,203 hari
PK-49421,UD Habibi Namaga,Pengadaan Barang,287,1367866959,Tinggi,Penting,247 hari
PK-80967,Perum Fujiati Suartini,Pengembangan Sistem,108,"712266083,3",Sedang,Penting,68 hari
PK-3173,PT Latupono Tbk,Jasa Konsultansi,270,1719751950,Tinggi,Penting,230 hari
PK-63765,Perum Megantara,Pengadaan Barang,169,"603795559,6",Sedang,Penting,129 hari
PK-16368,Perum Winarno,Lisensi & Perangkat Lunak,320,2183856411,Tinggi,Penting,280 hari
PK-57233,PD Ardianto Ardianto,Lisensi & Perangkat Lunak,349,1947329522,Tinggi,Penting,309 hari
PK-22985,CV Yolanda Wijaya,Jasa Konsultansi,58,2679304296,Tinggi,Penting,18 hari
PK-2393,PT Utama (Persero) Tbk,Lisensi & Perangkat Lunak,85,1243344773,Tinggi,Penting,45 hari
PK-26384,UD Siregar (Persero) Tbk,Lisensi & Perangkat Lunak,180,2375480696,Tinggi,Penting,140 hari
